buurtcode,reachable_buurten_10min,avg_bike_minutes_to_reachable,avg_bike_distance_to_reachable,bikeshed_total_amenities,bikeshed_utilitarian_amenities,bikeshed_leisure_social_amenities
BU02670117,11,5.755454545454546,1652.4627272727273,70.0,56.0,14.0
BU02680960,7,5.917142857142856,1657.2585714285717,70.0,45.0,25.0
BU02810109,10,7.05,2060.192,74.0,50.0,24.0
BU02990012,14,6.41142857142857,1885.2928571428572,101.0,67.0,34.0
BU03071900,45,6.729111111111111,1921.9895555555556,288.0,214.0,74.0
BU03073104,22,6.9368181818181816,2048.2559090909094,118.0,87.0,31.0
BU03211127,27,6.042592592592592,1749.3111111111111,129.0,93.0,36.0
BU03270008,21,6.807619047619046,1655.5628571428572,132.0,94.0,38.0
BU03400102,17,5.358235294117647,1586.1241176470587,88.0,64.0,24.0
BU03610105,30,5.8806666666666665,1692.1766666666665,274.0,173.0,101.0
BU03611006,2,3.37,1006.61,8.0,5.0,3.0
BU04000404,24,5.724166666666668,1555.6008333333332,153.0,113.0,40.0
BU04320112,24,6.020416666666667,1792.3370833333336,94.0,70.0,24.0
BU04410391,4,5.859999999999999,1613.8275,15.0,12.0,3.0
BU04515500,7,5.531428571428572,1612.3385714285712,75.0,47.0,28.0
BU05020118,26,6.807307692307693,1481.6319230769227,143.0,106.0,37.0
BU05020777,51,6.824313725490199,1936.8658823529418,341.0,243.0,98.0
BU06290103,12,4.6575,1348.8991666666666,104.0,63.0,41.0
BU06873037,36,6.4783333333333335,1854.0919444444444,259.0,158.0,101.0
BU07370109,6,6.195,1804.368333333333,39.0,27.0,12.0
BU0363NL04,27,6.286666666666667,1827.1114814814816,269.0,142.0,127.0
BU03850701,7,7.647142857142858,2105.535714285714,55.0,38.0,17.0
BU03921002,58,6.673793103448273,1970.4758620689652,534.0,322.0,212.0
BU03942042,4,5.012499999999999,1398.7975,28.0,18.0,10.0
BU03942128,13,6.563846153846153,1923.166923076923,76.0,51.0,25.0
BU03942272,14,5.720714285714286,1607.1650000000002,99.0,56.0,43.0
BU05750007,20,5.1735,1382.2179999999998,151.0,91.0,60.0
BU05890401,11,6.027272727272727,1669.1663636363637,57.0,42.0,15.0
BU05990325,23,6.536521739130435,1881.771304347826,447.0,239.0,208.0
BU06100109,31,5.563225806451612,1572.656129032258,175.0,117.0,58.0
BU06371501,78,6.556923076923076,1895.7893589743587,74.0,52.0,22.0
BU06420503,73,6.131917808219177,1666.8783561643836,321.0,234.0,87.0
BU06420504,91,6.453956043956042,1860.0625274725264,455.0,305.0,150.0
BU07725340,16,7.44375,2076.2006249999995,153.0,100.0,53.0
BU07725350,7,6.8742857142857146,1668.7914285714287,67.0,51.0,16.0
BU07960504,7,6.985714285714287,1883.107142857143,34.0,23.0,11.0
BU08280306,32,6.669062500000001,1914.2368749999996,201.0,122.0,79.0
BU08520301,3,6.626666666666666,1984.8066666666666,23.0,15.0,8.0
BU09280101,12,5.260833333333333,1578.4716666666666,145.0,79.0,66.0
BU09350100,18,6.308333333333334,1771.18,236.0,130.0,106.0
BU09350103,17,6.301764705882354,1800.084117647059,192.0,110.0,82.0
BU09832102,31,5.860645161290323,1703.9774193548387,209.0,131.0,78.0
BU09860900,6,6.196666666666666,1764.1866666666665,56.0,31.0,25.0
BU09950672,8,6.637500000000001,1925.8425,24.0,23.0,1.0
BU16213111,17,5.383529411764705,1565.4570588235292,90.0,67.0,23.0
BU16800709,6,5.155,1460.1583333333335,16.0,15.0,1.0
BU16800800,8,6.93125,2013.3575,24.0,21.0,3.0
BU16800809,4,5.3075,1591.985,14.0,12.0,2.0
BU17011200,4,4.99,1270.915,32.0,22.0,10.0
BU17060308,3,5.33,862.4499999999999,10.0,8.0,2.0
BU17240503,23,5.476521739130436,1601.7734782608695,105.0,71.0,34.0
BU17350409,3,6.406666666666666,1910.8100000000002,17.0,9.0,8.0
BU17710001,11,6.848181818181817,1866.9163636363637,107.0,72.0,35.0
BU17710002,9,5.345555555555555,1581.3833333333334,98.0,67.0,31.0
BU18420103,5,6.4079999999999995,1906.904,43.0,27.0,16.0
BU19000400,3,4.443333333333333,925.6666666666666,20.0,18.0,2.0
BU19110402,3,1.89,566.85,11.0,6.0,5.0
BU19161001,34,6.898529411764707,1906.9817647058824,375.0,211.0,164.0
BU19310700,2,4.305,1271.585,10.0,8.0,2.0
BU19310800,10,5.069,1338.586,60.0,44.0,16.0
BU19480207,18,6.8133333333333335,1918.2144444444446,116.0,71.0,45.0
BU19480428,20,6.4495000000000005,1867.6129999999998,124.0,90.0,34.0
BU19630700,3,3.39,996.6300000000001,30.0,17.0,13.0
BU00141601,3,4.8933333333333335,1463.6599999999999,13.0,10.0,3.0
BU00900206,25,6.258800000000001,1839.6972,4.0,2.0,2.0
BU01094040,6,6.123333333333334,1821.9983333333332,38.0,25.0,13.0
BU01411404,31,6.4312903225806455,1833.174193548387,247.0,154.0,93.0
BU01530902,7,7.0128571428571425,2065.2114285714283,63.0,42.0,21.0
BU01530906,6,7.408333333333332,2117.885,66.0,45.0,21.0
BU01750108,3,4.8999999999999995,1366.9533333333331,26.0,12.0,14.0
BU02130306,16,4.204375,1234.3525000000002,74.0,60.0,14.0
BU02220903,19,7.277368421052631,1724.7799999999995,134.0,97.0,37.0
BU02260305,12,5.892500000000001,1690.5791666666667,102.0,68.0,34.0
BU02286001,20,6.723999999999999,2009.0535,159.0,97.0,62.0
BU02330201,19,7.662631578947366,2071.198947368421,113.0,73.0,40.0
BU02330302,2,4.845,1048.895,14.0,8.0,6.0
BU02431213,22,6.276818181818182,1808.229090909091,106.0,79.0,27.0
BU02620100,4,6.2425,1850.4025,34.0,23.0,11.0
BU02750200,10,6.5120000000000005,1798.354,115.0,72.0,43.0
BU02851201,3,4.353333333333333,1250.0366666666666,6.0,5.0,1.0
BU02960111,15,6.321333333333333,1842.8813333333337,115.0,74.0,41.0
BU04061231,16,5.701875,1593.15875,137.0,83.0,54.0
BU04530802,24,6.555416666666667,1861.68375,149.0,106.0,43.0
BU05121410,16,6.403124999999999,1849.6393750000002,132.0,97.0,35.0
BU05183396,20,6.775999999999999,1904.0459999999998,268.0,150.0,118.0
BU05370604,4,7.2875,2136.6825,33.0,25.0,8.0
BU05970700,3,4.13,1183.7866666666666,58.0,34.0,24.0
BU06100303,23,6.228695652173912,1406.6960869565219,140.0,91.0,49.0
BU06220605,42,6.472380952380952,1828.1992857142852,263.0,185.0,78.0
BU06371010,46,6.66608695652174,1852.392391304348,46.0,33.0,13.0
BU06420509,72,6.6919444444444425,1779.6008333333336,320.0,228.0,92.0
BU06640660,5,5.475999999999999,1559.7540000000001,22.0,20.0,2.0
BU07152305,12,5.984166666666667,1714.07,81.0,57.0,24.0
BU07580205,7,5.410000000000001,1591.4385714285713,98.0,57.0,41.0
BU07960203,28,5.613214285714287,1619.6335714285713,270.0,157.0,113.0
BU07970400,3,5.109999999999999,1540.2033333333336,50.0,28.0,22.0
BU08280100,35,6.400857142857144,1786.1794285714286,238.0,147.0,91.0
BU00900101,40,5.5947499999999994,1670.6100000000001,0.0,0.0,0.0
BU03070106,72,5.578194444444445,1611.9494444444445,585.0,350.0,235.0
BU0363KA01,89,6.667191011235953,1887.2485393258426,1076.0,516.0,560.0
BU03510005,10,4.613,1373.382,66.0,45.0,21.0
BU03610303,24,5.8620833333333335,1690.7312499999998,212.0,126.0,86.0
BU03850209,15,5.762000000000001,1676.6766666666667,109.0,79.0,30.0
BU03920702,56,6.562500000000002,1889.2067857142858,512.0,307.0,205.0
BU06420506,66,7.227727272727273,1764.1395454545454,310.0,213.0,97.0
BU08554101,16,8.2,1758.9162499999998,98.0,64.0,34.0
BU08650308,3,5.583333333333333,1667.6066666666666,27.0,16.0,11.0
BU09350301,16,6.721875,1895.0793750000003,183.0,100.0,83.0
BU09842001,20,5.591499999999999,1639.9625,152.0,109.0,43.0
BU15860111,14,5.677142857142857,1608.360714285714,90.0,59.0,31.0
BU16580017,16,4.5325,1193.545,4.0,4.0,0.0
BU16801908,3,4.166666666666667,1236.8799999999999,30.0,19.0,11.0
BU16801909,5,4.952,1412.8579999999997,34.0,23.0,11.0
BU16950109,2,3.88,1164.495,19.0,13.0,6.0
BU16950400,1,0.0,0.0,7.0,6.0,1.0
BU17010709,6,6.05,1780.375,54.0,32.0,22.0
BU17210306,10,2.98,871.7210000000001,40.0,30.0,10.0
BU17240401,18,5.154444444444445,1470.7855555555557,78.0,54.0,24.0
BU18590312,11,3.1218181818181816,921.7736363636362,68.0,46.0,22.0
BU18590405,9,3.7533333333333334,1057.5077777777778,52.0,35.0,17.0
BU18950903,5,5.561999999999999,1534.88,20.0,15.0,5.0
BU19000808,2,1.39,352.65,17.0,9.0,8.0
BU19010219,24,4.9483333333333315,1373.2429166666668,126.0,86.0,40.0
BU19240305,6,6.569999999999999,1868.8700000000001,47.0,30.0,17.0
BU19420007,37,5.865945945945944,1690.6370270270272,245.0,165.0,80.0
BU19420100,44,5.519772727272728,1622.352727272727,307.0,210.0,97.0
BU19450101,8,4.80875,1339.21875,63.0,44.0,19.0
BU19480308,6,6.565,1721.0233333333333,41.0,26.0,15.0
BU19521702,2,4.6,1156.66,7.0,5.0,2.0
BU19612201,25,5.474,1587.7864000000002,134.0,99.0,35.0
BU19630999,3,4.383333333333333,1104.49,27.0,16.0,11.0
BU19800501,19,7.165789473684211,2067.802631578947,115.0,88.0,27.0
BU19922102,5,6.736,1966.0420000000001,56.0,34.0,22.0
BU00740109,2,4.585,728.82,9.0,7.0,2.0
BU01060203,47,6.026595744680851,1747.6651063829786,258.0,192.0,66.0
BU01660306,6,7.301666666666667,2059.0183333333334,34.0,28.0,6.0
BU01750118,20,5.175,1497.1950000000002,91.0,71.0,20.0
BU02281305,12,6.281666666666666,1864.4749999999997,66.0,48.0,18.0
BU02460109,3,6.163333333333334,1535.3733333333332,27.0,16.0,11.0
BU02670114,15,6.101333333333334,1758.2213333333334,113.0,73.0,40.0
BU02960401,4,3.7725,1135.98,23.0,16.0,7.0
BU02960402,3,2.766666666666667,830.5966666666667,21.0,14.0,7.0
BU03071004,56,6.406607142857143,1868.1321428571428,478.0,278.0,200.0
BU03310004,3,4.766666666666667,1388.6299999999999,23.0,16.0,7.0
BU03420103,15,6.847333333333333,1959.213333333333,127.0,84.0,43.0
BU03440934,24,6.836250000000001,1950.5458333333333,279.0,164.0,115.0
BU03561600,19,5.693157894736842,1617.8352631578946,142.0,98.0,44.0
BU04000804,12,4.075833333333333,1119.8508333333334,83.0,57.0,26.0
BU05900103,26,5.418461538461538,1518.2546153846151,141.0,104.0,37.0
BU06260009,10,6.475,1574.3390000000002,86.0,57.0,29.0
BU07030401,4,4.745,1401.3225,20.0,16.0,4.0
BU07480103,17,5.805882352941176,1713.3276470588237,175.0,107.0,68.0
BU07580104,11,6.214545454545455,1750.0145454545454,135.0,83.0,52.0
BU07580105,17,7.076470588235296,2094.930588235294,220.0,123.0,97.0
BU07650100,2,0.89,258.855,22.0,13.0,9.0
BU07941801,12,5.985833333333333,1755.9491666666663,137.0,89.0,48.0
BU07941909,3,5.38,1169.51,24.0,17.0,7.0
BU07960911,27,6.647407407407407,1734.5796296296294,201.0,140.0,61.0
BU07961001,24,5.677916666666667,1619.88375,170.0,118.0,52.0
BU08260605,16,5.45875,1544.189375,110.0,85.0,25.0
BU08280601,18,6.302777777777777,1644.6444444444446,119.0,84.0,35.0
BU0363EN04,130,6.630000000000002,1972.4623846153854,1575.0,706.0,869.0
BU0363KF02,119,6.544537815126048,1949.0961344537818,1509.0,667.0,842.0
BU05050302,85,6.807294117647057,1796.6590588235292,558.0,348.0,210.0
BU05183131,36,6.334166666666667,1882.5480555555555,647.0,361.0,286.0
BU08551703,86,6.615697674418604,1901.1134883720931,634.0,364.0,270.0
BU08554903,42,6.453095238095239,1726.5288095238097,206.0,159.0,47.0
BU08800004,10,5.295999999999999,1446.74,78.0,44.0,34.0
BU09951059,1,0.0,0.0,2.0,2.0,0.0
BU09951068,2,3.4,451.77,4.0,4.0,0.0
BU15090303,2,3.265,979.78,8.0,7.0,1.0
BU15090309,1,0.0,0.0,5.0,3.0,2.0
BU16520400,5,4.404000000000001,1306.9119999999998,26.0,18.0,8.0
BU16760109,2,2.24,610.92,27.0,12.0,15.0
BU16900100,4,4.245,1240.2150000000001,16.0,12.0,4.0
BU16900209,3,4.133333333333333,1223.4233333333334,14.0,10.0,4.0
BU17010100,2,0.425,126.15,10.0,8.0,2.0
BU17010302,2,4.355,1305.79,5.0,4.0,1.0
BU17111152,4,4.09,1223.68,15.0,12.0,3.0
BU17210107,29,4.818965517241379,1330.3103448275865,109.0,82.0,27.0
BU17301509,5,5.619999999999999,1638.12,19.0,15.0,4.0
BU17341104,16,4.955,1403.44125,78.0,57.0,21.0
BU17830510,11,6.868181818181816,1980.4554545454548,76.0,54.0,22.0
BU18590309,11,4.074545454545454,1218.4354545454548,68.0,46.0,22.0
BU18840001,7,5.998571428571429,1715.532857142857,68.0,40.0,28.0
BU18960009,8,6.281249999999999,1883.68875,49.0,35.0,14.0
BU19000906,3,2.4099999999999997,723.8066666666667,11.0,9.0,2.0
BU19000909,4,5.1325,1531.6174999999998,17.0,13.0,4.0
BU19040104,24,7.189166666666668,2058.5866666666666,164.0,113.0,51.0
BU19040905,12,6.213333333333334,1798.751666666667,70.0,43.0,27.0
BU19111690,7,6.924285714285715,2068.582857142857,36.0,25.0,11.0
BU19240602,6,2.8200000000000003,758.6866666666666,31.0,22.0,9.0
BU19450507,12,6.095833333333334,1720.5983333333334,104.0,65.0,39.0
BU19450508,4,5.7475000000000005,1578.865,26.0,16.0,10.0
BU19480301,11,4.3100000000000005,1249.659090909091,84.0,51.0,33.0
BU19492801,14,5.615,1413.0942857142854,76.0,57.0,19.0
BU19521103,3,3.433333333333333,1028.08,9.0,7.0,2.0
BU19590492,1,0.0,0.0,5.0,2.0,3.0
BU19600102,8,6.14625,1836.6774999999998,46.0,33.0,13.0
BU19600107,8,5.577500000000001,1673.15625,46.0,33.0,13.0
BU19600108,4,6.1975,1852.3625000000002,24.0,15.0,9.0
BU19661003,4,5.9775,1790.5700000000002,43.0,26.0,17.0
BU19701308,2,1.56,467.2,11.0,8.0,3.0
BU19701402,5,6.6,1901.458,26.0,21.0,5.0
BU19780706,2,4.95,965.74,7.0,5.0,2.0
BU19780804,8,5.5249999999999995,1531.0900000000001,43.0,28.0,15.0
BU19790415,30,6.286666666666666,1811.420666666667,137.0,111.0,26.0
BU19821901,5,5.758,1722.6440000000002,34.0,24.0,10.0
BU00140404,37,6.612162162162163,1839.7924324324326,300.0,159.0,141.0
BU00140501,33,7.079696969696968,2034.4166666666667,287.0,163.0,124.0
BU00140513,29,7.0824137931034485,2081.1506896551728,208.0,128.0,80.0
BU00470005,9,6.154444444444445,1844.246666666667,104.0,67.0,37.0
BU00803005,48,6.550833333333336,1906.7391666666663,385.0,219.0,166.0
BU00803102,27,7.164074074074075,2097.832962962963,221.0,127.0,94.0
BU00804001,53,5.992264150943396,1706.0545283018869,443.0,265.0,178.0
BU00930522,5,6.156000000000001,1785.5880000000002,24.0,16.0,8.0
BU00980006,22,4.089090909090909,1191.2804545454544,110.0,82.0,28.0
BU01060310,20,7.232499999999999,1964.2940000000003,104.0,79.0,25.0
BU01140101,4,3.4975,1030.625,24.0,19.0,5.0
BU01501010,9,6.9188888888888895,1661.1377777777775,70.0,47.0,23.0
BU01600502,1,0.0,0.0,4.0,3.0,1.0
BU01640308,18,5.831111111111111,1663.4650000000001,94.0,70.0,24.0
BU01840000,7,4.258571428571428,1226.9828571428573,72.0,45.0,27.0
BU02020321,38,6.185,1631.9547368421051,384.0,206.0,178.0
BU02022317,11,6.161818181818182,1695.89,102.0,74.0,28.0
BU02130309,16,5.114374999999999,1471.250625,74.0,60.0,14.0
BU02130311,16,4.618125000000001,1362.26125,74.0,60.0,14.0
BU02140608,6,5.633333333333334,1663.3266666666666,24.0,20.0,4.0
BU02440008,6,6.188333333333333,1752.7849999999999,50.0,20.0,30.0
BU02891202,22,6.858181818181818,1877.5359090909099,160.0,99.0,61.0
BU03030702,9,3.2622222222222224,920.5,44.0,34.0,10.0
BU03070905,60,6.737500000000002,1936.381666666666,413.0,295.0,118.0
BU03390000,2,0.31,96.11,27.0,14.0,13.0
BU03390009,2,0.325,96.11,27.0,14.0,13.0
BU03441023,9,6.337777777777778,1767.3166666666668,119.0,75.0,44.0
BU03530030,21,7.82857142857143,2245.6914285714283,128.0,87.0,41.0
BU03610900,5,7.108,2127.5440000000003,34.0,28.0,6.0
BU03880106,15,4.727333333333333,1370.7446666666667,97.0,66.0,31.0
BU03880107,14,4.475,1315.417857142857,91.0,64.0,27.0
BU03940113,16,6.298125000000001,1786.8325,187.0,130.0,57.0
BU04201609,4,4.9925,1496.4825,10.0,9.0,1.0
BU04411680,16,5.661250000000001,1657.0256249999998,102.0,77.0,25.0
BU04820602,22,6.59590909090909,1864.5200000000002,117.0,75.0,42.0
BU04840103,30,6.070333333333331,1756.2493333333334,206.0,163.0,43.0
BU04890614,42,6.774523809523809,1943.285,197.0,156.0,41.0
BU05020778,48,6.728125000000001,1928.95,306.0,222.0,84.0
BU05020779,46,6.799565217391305,1978.2271739130433,274.0,203.0,71.0
BU05020881,25,6.758800000000001,1953.6760000000002,215.0,143.0,72.0
BU05051107,31,5.190645161290322,1485.3412903225806,177.0,125.0,52.0
BU05180448,25,6.154799999999999,1798.7652000000003,375.0,203.0,172.0
BU05180475,22,6.884999999999999,1925.5968181818178,301.0,164.0,137.0
BU05183637,36,7.090277777777777,2015.9191666666666,522.0,296.0,226.0
BU05370305,34,6.347647058823529,1777.7711764705878,285.0,188.0,97.0
BU07171200,3,3.8666666666666667,1049.3766666666668,31.0,15.0,16.0
BU07171209,3,4.34,1175.8366666666668,31.0,15.0,16.0
BU07960710,13,5.59,1526.22,62.0,46.0,16.0
BU08280602,34,6.875294117647058,1948.2841176470586,227.0,148.0,79.0
BU08280604,29,7.334137931034483,1916.4317241379308,165.0,122.0,43.0
BU08553702,66,6.69469696969697,1837.0668181818187,507.0,302.0,205.0
BU0363AB04,131,6.304961832061071,1837.2371755725192,1594.0,674.0,920.0
BU06420511,74,5.975405405405406,1731.37972972973,321.0,236.0,85.0
BU06060703,60,6.901166666666668,1966.3561666666674,398.0,263.0,135.0
BU06270202,20,6.662999999999999,1829.2884999999999,148.0,102.0,46.0
BU06320604,4,4.887499999999999,1449.9725,41.0,26.0,15.0
BU06871008,37,6.212432432432434,1842.1405405405405,235.0,144.0,91.0
BU08470505,3,4.37,1311.3433333333332,2.0,2.0,0.0
BU08470504,1,0.0,0.0,0.0,0.0,0.0
BU08470605,2,3.735,1119.955,0.0,0.0,0.0
BU08555303,40,6.1964999999999995,1616.9925000000003,188.0,148.0,40.0
BU08556707,17,6.668823529411765,1951.4411764705883,88.0,58.0,30.0
BU09835101,8,4.7375,1256.9137500000002,36.0,26.0,10.0
BU09835103,8,5.226249999999999,1402.2949999999998,36.0,26.0,10.0
BU09835106,13,6.518461538461538,1931.1138461538462,68.0,48.0,20.0
BU09940202,9,6.096666666666667,1787.9933333333336,67.0,37.0,30.0
BU09951113,34,6.898529411764705,2040.7370588235294,159.0,131.0,28.0
BU15810201,1,0.0,0.0,2.0,2.0,0.0
BU15980709,17,4.1388235294117655,1218.2076470588236,64.0,49.0,15.0
BU16740404,22,6.247272727272727,1815.4640909090913,188.0,135.0,53.0
BU16800309,2,2.27,316.905,8.0,6.0,2.0
BU17080003,15,5.114000000000001,1410.1086666666665,123.0,83.0,40.0
BU17080008,16,6.2425,1702.8774999999998,125.0,86.0,39.0
BU17083400,2,3.87,1156.38,8.0,5.0,3.0
BU17310500,2,2.965,889.365,6.0,6.0,0.0
BU17310602,4,6.0225,1771.7275000000002,33.0,21.0,12.0
BU17350909,2,1.11,291.69,16.0,9.0,7.0
BU18960202,10,4.274,1270.9560000000001,52.0,42.0,10.0
BU19041215,17,5.607058823529412,1453.4676470588236,96.0,79.0,17.0
BU19110101,9,4.37,1229.6355555555556,47.0,34.0,13.0
BU19260106,17,5.9929411764705875,1590.0935294117648,122.0,95.0,27.0
BU19301409,52,6.025576923076924,1660.2901923076925,332.0,244.0,88.0
BU19480423,23,5.833478260869566,1715.6030434782606,152.0,109.0,43.0
BU19500702,3,5.423333333333333,1645.2666666666667,16.0,11.0,5.0
BU19800304,12,6.026666666666666,1626.62,67.0,47.0,20.0
BU19820603,10,5.779,1709.431,105.0,65.0,40.0
BU00141902,6,5.7250000000000005,1380.485,24.0,16.0,8.0
BU00342804,50,6.088600000000001,1757.4724000000006,308.0,213.0,95.0
BU01185600,3,4.3533333333333335,1272.7833333333333,18.0,12.0,6.0
BU01411800,22,5.8963636363636365,1671.6672727272728,159.0,114.0,45.0
BU01411900,25,7.207999999999999,2102.2019999999998,164.0,107.0,57.0
BU01731100,8,6.3062499999999995,1727.8000000000002,106.0,64.0,42.0
BU02220406,2,4.795,1005.32,8.0,6.0,2.0
BU02330504,3,3.72,1121.68,25.0,15.0,10.0
BU02770000,13,7.687692307692307,2068.1684615384615,139.0,89.0,50.0
BU02850601,23,7.1369565217391315,1897.5695652173913,187.0,100.0,87.0
BU03120008,2,3.8,631.445,12.0,5.0,7.0
BU03400502,14,5.659999999999999,1665.5771428571427,100.0,68.0,32.0
BU03450111,29,5.605862068965515,1627.0810344827582,238.0,153.0,85.0
BU0363SD04,22,5.071363636363636,1474.273181818182,157.0,109.0,48.0
BU03840804,3,5.873333333333332,1271.5433333333333,13.0,9.0,4.0
BU03940347,11,3.683636363636364,1006.1445454545453,86.0,48.0,38.0
BU04000102,29,5.203103448275861,1531.727586206897,209.0,134.0,75.0
BU04840206,39,5.265641025641027,1461.6597435897436,296.0,215.0,81.0
BU04847001,1,0.0,0.0,2.0,2.0,0.0
BU04847005,6,6.823333333333333,1161.8666666666666,56.0,37.0,19.0
BU06680100,2,0.665,178.61,14.0,8.0,6.0
BU07030300,2,2.475,741.84,11.0,8.0,3.0
BU07360702,3,2.473333333333333,727.5833333333334,35.0,20.0,15.0
BU07580600,14,7.645714285714285,2166.7592857142854,174.0,98.0,76.0
BU07840106,14,5.126428571428571,1419.428571428571,85.0,57.0,28.0
BU07941700,10,6.816000000000001,1997.8469999999998,118.0,71.0,47.0
BU07960607,19,5.849473684210526,1656.3989473684212,144.0,100.0,44.0
BU08280700,35,6.654,1707.1162857142856,253.0,166.0,87.0
BU08281709,5,5.652,1693.1080000000002,23.0,21.0,2.0
BU00901201,3,6.44,1910.42,0.0,0.0,0.0
BU0363KK05,70,6.669000000000002,1951.4238571428568,858.0,413.0,445.0
BU06030853,30,6.534333333333334,1815.2610000000002,331.0,200.0,131.0
BU06370811,85,6.246588235294117,1761.107176470588,133.0,77.0,56.0
BU07530401,19,5.506842105263158,1590.3994736842103,0.0,0.0,0.0
BU08554205,48,6.836874999999998,1857.2281249999994,315.0,209.0,106.0
BU08930770,2,4.07,516.27,16.0,8.0,8.0
BU09833202,15,5.000666666666667,1440.7633333333333,93.0,63.0,30.0
BU09950615,25,6.883600000000001,1942.7515999999998,109.0,95.0,14.0
BU09951049,2,3.66,1097.575,6.0,6.0,0.0
BU16212331,33,6.554848484848485,1881.52,187.0,150.0,37.0
BU16520209,5,6.912000000000001,1696.3739999999998,27.0,15.0,12.0
BU16520300,7,5.937142857142858,1594.3942857142854,44.0,24.0,20.0
BU16740802,14,7.672142857142857,2280.410714285714,143.0,84.0,59.0
BU16740804,25,6.199200000000001,1844.7159999999997,220.0,152.0,68.0
BU16818009,4,5.1825,1552.385,36.0,25.0,11.0
BU16990360,2,2.9,865.59,13.0,8.0,5.0
BU16990370,1,0.0,0.0,3.0,3.0,0.0
BU16990420,3,4.14,1147.3433333333335,7.0,7.0,0.0
BU16990430,2,4.76,707.18,4.0,4.0,0.0
BU16990450,2,2.9,865.59,13.0,8.0,5.0
BU17081100,3,2.896666666666667,871.3733333333333,17.0,11.0,6.0
BU17090509,3,4.486666666666666,1347.3566666666668,12.0,10.0,2.0
BU17300500,4,3.6775,990.5550000000001,29.0,22.0,7.0
BU17350009,13,6.583846153846154,1928.0446153846156,73.0,48.0,25.0
BU17830159,15,5.641333333333333,1588.792,100.0,76.0,24.0
BU17830161,20,6.675,1899.256,141.0,104.0,37.0
BU18590006,2,0.0,0.0,20.0,10.0,10.0
BU18760309,2,3.23,966.985,10.0,8.0,2.0
BU18920203,10,3.569,908.073,54.0,39.0,15.0
BU19001801,3,4.976666666666667,1492.18,9.0,8.0,1.0
BU19001808,3,3.3000000000000003,984.0099999999999,10.0,10.0,0.0
BU19001901,4,5.4975,1592.0075,21.0,19.0,2.0
BU19001902,6,5.22,1554.7183333333332,23.0,22.0,1.0
BU19040102,10,6.297999999999999,1488.3169999999998,58.0,41.0,17.0
BU19110190,10,5.812000000000001,1692.2459999999999,52.0,39.0,13.0
BU19260341,32,6.550000000000001,1919.7903125,252.0,137.0,115.0
BU19260343,33,6.653333333333332,1938.9106060606061,249.0,136.0,113.0
BU19260344,19,7.087368421052633,1697.7652631578947,136.0,79.0,57.0
BU19301502,37,6.275945945945947,1722.9727027027027,233.0,167.0,66.0
BU19550209,7,6.2057142857142855,1775.1114285714284,61.0,38.0,23.0
BU19590104,10,5.486,1482.385,65.0,45.0,20.0
BU19631099,2,3.2,963.99,24.0,13.0,11.0
BU19631300,1,0.0,0.0,17.0,11.0,6.0
BU19700506,4,4.720000000000001,1416.4375,20.0,16.0,4.0
BU19700600,4,4.3625,1297.66,31.0,21.0,10.0
BU19780410,7,7.0442857142857145,2029.5228571428572,39.0,27.0,12.0
BU19791254,22,5.965454545454545,1686.2709090909086,91.0,72.0,19.0
BU19791258,29,6.847586206896552,1977.2313793103451,116.0,97.0,19.0
BU19791466,5,6.95,2083.55,12.0,12.0,0.0
BU19822703,4,5.32,1596.345,17.0,12.0,5.0
BU19920102,32,5.605312500000001,1623.52875,194.0,131.0,63.0
BU00140703,19,6.6000000000000005,1880.5857894736841,163.0,106.0,57.0
BU00342602,47,6.49085106382979,1815.1412765957443,291.0,194.0,97.0
BU00806207,6,4.083333333333333,1196.7116666666668,27.0,18.0,9.0
BU00806304,5,5.223999999999999,1480.63,35.0,25.0,10.0
BU00851202,8,6.151249999999999,1828.6124999999997,117.0,25.0,92.0
BU00860103,3,5.906666666666666,1768.6533333333334,25.0,17.0,8.0
BU00930112,3,5.406666666666666,1223.8033333333333,30.0,16.0,14.0
BU01060705,28,5.846071428571428,1683.2674999999997,140.0,113.0,27.0
BU01140208,4,3.415,932.6775,12.0,9.0,3.0
BU01140400,4,2.8475,776.6225,21.0,16.0,5.0
BU01480112,2,4.785,1315.39,10.0,7.0,3.0
BU01602809,14,5.703571428571428,1667.930714285714,112.0,72.0,40.0
BU02035411,14,6.257857142857143,1865.1171428571427,130.0,89.0,41.0
BU02090125,28,4.922857142857143,1392.8899999999999,134.0,95.0,39.0
BU02223101,9,5.185555555555556,1421.0944444444442,40.0,28.0,12.0
BU02750002,6,5.776666666666667,1514.3633333333335,60.0,42.0,18.0
BU02810303,11,5.698181818181819,1624.9345454545457,67.0,48.0,19.0
BU02930001,7,4.247142857142857,1070.985714285714,70.0,46.0,24.0
BU02960201,24,7.2491666666666665,2111.289583333333,70.0,64.0,6.0
BU03020108,3,2.1733333333333333,651.4033333333333,31.0,16.0,15.0
BU03071707,37,6.778918918918918,1853.7399999999998,315.0,167.0,148.0
BU03400801,15,5.028666666666667,1461.1326666666666,80.0,56.0,24.0
BU03440243,20,6.110499999999999,1756.6345000000001,241.0,134.0,107.0
BU04840209,41,5.409024390243902,1530.5914634146343,315.0,226.0,89.0
BU04849102,3,5.43,1636.7833333333335,13.0,8.0,5.0
BU04895073,30,7.0666666666666655,1961.265333333333,142.0,111.0,31.0
