buurtcode,reachable_buurten_10min,avg_bike_minutes_to_reachable,avg_bike_distance_to_reachable,bikeshed_total_amenities,bikeshed_utilitarian_amenities,bikeshed_leisure_social_amenities
BU0363EC01,50,6.4895999999999985,1640.4809999999995,503.0,226.0,277.0
BU0363FQ04,34,6.450882352941176,1800.9238235294117,351.0,209.0,142.0
BU0363FQ08,34,6.379705882352941,1809.6538235294122,353.0,201.0,152.0
BU03760103,5,7.244,893.902,27.0,25.0,2.0
BU03921402,48,6.269583333333333,1825.519791666666,357.0,228.0,129.0
BU04020404,28,6.543214285714285,1910.5025000000003,317.0,186.0,131.0
BU04411703,15,5.704666666666667,1669.8446666666669,91.0,70.0,21.0
BU04411790,14,6.932142857142858,2048.4935714285716,89.0,66.0,23.0
BU04411801,17,5.259999999999999,1506.4317647058829,96.0,75.0,21.0
BU07151801,4,5.425000000000001,1628.35,25.0,20.0,5.0
BU07430701,16,7.437500000000002,2162.11375,83.0,60.0,23.0
BU07570006,2,4.72,1230.16,14.0,8.0,6.0
BU07771014,24,6.182083333333334,1820.3695833333331,140.0,103.0,37.0
BU08261309,4,6.967499999999999,1852.575,12.0,11.0,1.0
BU08280706,28,5.503571428571429,1593.5314285714283,207.0,135.0,72.0
BU0363AD05,112,6.596696428571428,1793.5253571428568,1370.0,564.0,806.0
BU04843103,30,7.439999999999999,2191.1766666666667,73.0,36.0,37.0
BU05020338,47,5.973191489361702,1659.7365957446812,246.0,183.0,63.0
BU05184211,21,6.269047619047618,1823.9166666666667,184.0,129.0,55.0
BU05470002,54,6.60814814814815,1915.2075925925926,473.0,284.0,189.0
BU06100205,25,5.5532,1613.358,150.0,100.0,50.0
BU02850401,2,0.67,204.815,0.0,0.0,0.0
BU09070309,7,6.062857142857142,1618.1385714285714,68.0,38.0,30.0
BU09840301,2,3.86,1156.905,13.0,11.0,2.0
BU09840801,1,0.0,0.0,9.0,6.0,3.0
BU09840901,1,0.0,0.0,3.0,2.0,1.0
BU15250201,27,5.918148148148149,1572.5266666666666,144.0,103.0,41.0
BU15810309,1,0.0,0.0,5.0,4.0,1.0
BU16400301,2,3.91,706.07,22.0,12.0,10.0
BU16400601,6,4.2333333333333325,1229.6283333333333,44.0,22.0,22.0
BU16670300,4,4.8575,1442.345,20.0,16.0,4.0
BU16690209,3,3.543333333333333,1050.1133333333335,19.0,15.0,4.0
BU16900400,2,2.085,386.395,8.0,6.0,2.0
BU17082101,2,3.91,808.85,8.0,8.0,0.0
BU17240005,23,4.944782608695652,1458.378695652174,109.0,73.0,36.0
BU17830103,20,6.340999999999999,1767.2485000000001,141.0,102.0,39.0
BU17830904,16,7.393750000000001,2102.574375,179.0,108.0,71.0
BU18910201,3,6.489999999999999,1847.1866666666665,32.0,21.0,11.0
BU19241005,10,4.819000000000001,1154.856,68.0,48.0,20.0
BU19241006,10,4.007999999999999,1113.743,68.0,48.0,20.0
BU19311201,9,5.477777777777778,1461.5977777777775,58.0,43.0,15.0
BU19450400,2,4.82,935.655,6.0,6.0,0.0
BU19493500,4,2.785,708.0799999999999,25.0,18.0,7.0
BU19610802,1,0.0,0.0,3.0,3.0,0.0
BU19613301,3,4.043333333333333,1213.15,10.0,9.0,1.0
BU19660202,1,0.0,0.0,15.0,8.0,7.0
BU19821009,9,5.894444444444446,1685.4522222222222,60.0,45.0,15.0
BU00343002,43,6.09093023255814,1773.4453488372092,236.0,178.0,58.0
BU01060712,39,6.692820512820515,1965.4656410256412,218.0,163.0,55.0
BU01060713,47,6.909148936170215,2060.4157446808513,276.0,201.0,75.0
BU01060801,25,5.1648000000000005,1407.6232,90.0,77.0,13.0
BU01140909,4,5.055,1445.3525,20.0,13.0,7.0
BU01191004,23,6.808695652173914,1839.840434782608,149.0,99.0,50.0
BU01501001,27,7.044444444444444,2074.692222222222,235.0,138.0,97.0
BU01600804,4,6.404999999999999,1921.77,16.0,13.0,3.0
BU01750701,2,2.245,675.365,13.0,8.0,5.0
BU01830500,3,2.8366666666666664,830.1633333333333,17.0,9.0,8.0
BU02001702,6,6.683333333333333,1945.4333333333334,31.0,21.0,10.0
BU02090101,3,5.656666666666666,1225.8666666666668,18.0,11.0,7.0
BU02690101,7,4.302857142857143,1246.2299999999998,67.0,36.0,31.0
BU02810011,17,5.9,1712.112352941177,123.0,84.0,39.0
BU03020008,5,5.748,1436.7820000000002,64.0,37.0,27.0
BU03073301,37,7.332972972972973,2175.288918918919,218.0,152.0,66.0
BU03073302,45,6.258888888888889,1778.6955555555555,231.0,180.0,51.0
BU04051204,42,6.397857142857142,1866.3745238095241,283.0,204.0,79.0
BU04410701,5,6.176,1838.536,27.0,21.0,6.0
BU04530403,23,6.140434782608696,1642.4217391304344,179.0,112.0,67.0
BU05181893,22,5.705909090909091,1671.6113636363639,336.0,183.0,153.0
BU05320312,20,5.8740000000000006,1662.0785000000003,109.0,75.0,34.0
BU05790101,27,7.128518518518518,1932.7066666666663,273.0,185.0,88.0
BU05900902,25,5.865200000000001,1581.4716,138.0,101.0,37.0
BU06031064,27,7.188148148148148,1975.3518518518522,238.0,163.0,75.0
BU06031082,12,7.7941666666666665,1643.5041666666666,102.0,66.0,36.0
BU06031083,40,7.70325,2224.38775,319.0,202.0,117.0
BU06130416,15,6.002000000000001,1690.636666666667,82.0,58.0,24.0
BU06270304,18,6.102222222222222,1698.1272222222224,131.0,87.0,44.0
BU06371401,39,7.429230769230771,2039.0561538461532,26.0,20.0,6.0
BU06371402,10,6.677000000000001,1977.7300000000002,60.0,46.0,14.0
BU06540402,4,5.795,1738.5300000000002,15.0,13.0,2.0
BU07570208,5,6.602000000000001,1961.8619999999999,45.0,30.0,15.0
BU07727210,27,6.587037037037037,1897.5970370370367,281.0,153.0,128.0
BU07970105,5,3.594,1076.366,73.0,43.0,30.0
BU0363AH05,153,6.3448366013071915,1881.832091503268,1951.0,845.0,1106.0
BU0363EH03,104,6.370673076923079,1871.2067307692303,1198.0,510.0,688.0
BU0363EH05,102,6.531274509803922,1824.6359803921569,1177.0,502.0,675.0
BU03730500,4,6.37,1910.3525,26.0,17.0,9.0
BU03770202,24,6.663333333333334,1904.2687499999995,185.0,124.0,61.0
BU03920704,53,6.588867924528301,1898.1896226415101,471.0,287.0,184.0
BU03920802,57,6.357017543859648,1853.288421052631,496.0,317.0,179.0
BU05031104,71,5.899295774647886,1748.8040845070425,555.0,354.0,201.0
BU06420205,93,6.344731182795697,1806.579569892474,491.0,322.0,169.0
BU08552201,102,6.753039215686273,1926.847843137254,750.0,437.0,313.0
BU18940202,4,4.9725,1486.9499999999998,0.0,0.0,0.0
BU08553803,61,6.915737704918033,1821.0980327868856,399.0,266.0,133.0
BU08553807,61,6.380491803278689,1829.4973770491802,413.0,259.0,154.0
BU08556001,10,7.491,1501.7020000000002,26.0,25.0,1.0
BU08610000,8,5.47875,1602.96875,114.0,66.0,48.0
BU08990340,24,7.180000000000001,1422.8566666666668,122.0,78.0,44.0
BU08990523,44,5.470909090909092,1574.0079545454546,240.0,153.0,87.0
BU09460104,3,5.206666666666667,1545.6200000000001,21.0,10.0,11.0
BU16410100,4,5.0975,1518.6,33.0,18.0,15.0
BU16670000,4,3.87,1047.5775,34.0,21.0,13.0
BU17010000,3,3.313333333333334,924.6166666666667,33.0,17.0,16.0
BU17081702,2,2.365,705.06,14.0,9.0,5.0
BU17110166,11,7.127272727272728,2115.327272727273,7.0,5.0,2.0
BU17210106,23,5.513913043478261,1571.5482608695656,100.0,71.0,29.0
BU17240009,24,5.886666666666666,1668.79625,121.0,81.0,40.0
BU17290401,4,4.9175,1466.835,30.0,19.0,11.0
BU17350005,15,5.752,1679.529333333333,87.0,57.0,30.0
BU18920106,9,5.36,1593.591111111111,38.0,31.0,7.0
BU19002013,3,4.846666666666667,1460.5666666666666,9.0,6.0,3.0
BU19002019,3,3.133333333333333,826.0566666666667,13.0,11.0,2.0
BU19030200,8,6.352500000000001,1889.2175000000002,47.0,31.0,16.0
BU19030204,7,6.422857142857143,1934.1842857142856,46.0,29.0,17.0
BU19030309,6,4.915,1472.0866666666668,38.0,22.0,16.0
BU19040602,1,0.0,0.0,2.0,2.0,0.0
BU19240102,6,4.276666666666667,1288.9216666666666,53.0,29.0,24.0
BU19401301,2,4.95,1479.81,9.0,8.0,1.0
BU19480407,15,7.171333333333335,2093.2633333333333,101.0,76.0,25.0
BU19494901,7,5.548571428571429,1631.3757142857144,28.0,22.0,6.0
BU19630199,4,5.4350000000000005,1575.4025,38.0,23.0,15.0
BU19691300,3,4.54,1359.9733333333334,19.0,16.0,3.0
BU19780301,3,5.706666666666667,1256.1966666666667,6.0,6.0,0.0
BU19791988,1,0.0,0.0,2.0,2.0,0.0
BU19791990,3,4.943333333333333,1482.3,6.0,6.0,0.0
BU19791992,5,5.811999999999999,1741.3919999999998,23.0,18.0,5.0
BU00140901,21,7.321428571428571,1915.9923809523812,200.0,111.0,89.0
BU00345901,2,4.735,1415.545,6.0,4.0,2.0
BU00804106,7,7.5128571428571425,2257.9142857142856,31.0,21.0,10.0
BU00805001,39,6.166666666666666,1791.2610256410255,338.0,195.0,143.0
BU00850801,2,2.6,723.905,14.0,11.0,3.0
BU00851002,3,2.483333333333333,618.2833333333333,23.0,16.0,7.0
BU01060501,19,7.558947368421053,2124.496842105263,103.0,72.0,31.0
BU01470007,13,5.448461538461539,1508.350769230769,107.0,67.0,40.0
BU01500904,16,6.149375,1580.833125,131.0,94.0,37.0
BU01500906,12,6.337500000000001,1835.4858333333332,91.0,69.0,22.0
BU01660013,9,6.273333333333333,1604.186666666667,88.0,63.0,25.0
BU01730600,8,5.845,1736.0124999999998,86.0,51.0,35.0
BU01800000,9,4.363333333333333,1313.721111111111,60.0,43.0,17.0
BU02020732,43,5.57186046511628,1555.3693023255814,418.0,233.0,185.0
BU02090131,26,6.668076923076924,1743.0857692307693,137.0,96.0,41.0
BU02090143,28,4.983571428571429,1397.8610714285717,140.0,99.0,41.0
BU02140009,7,3.8685714285714283,1141.76,40.0,30.0,10.0
BU02250001,21,4.480952380952381,1283.0738095238098,63.0,42.0,21.0
BU02320001,11,4.899090909090909,1340.2127272727273,76.0,47.0,29.0
BU02460008,6,7.348333333333334,2183.215,51.0,33.0,18.0
BU02680738,2,4.84,602.805,13.0,9.0,4.0
BU02730009,1,0.0,0.0,7.0,2.0,5.0
BU02940120,2,4.15,1230.07,25.0,14.0,11.0
BU03030604,9,2.6122222222222224,735.888888888889,39.0,31.0,8.0
BU03030606,9,4.0633333333333335,1015.4477777777777,39.0,31.0,8.0
BU03030607,9,4.151111111111111,1145.52,39.0,31.0,8.0
BU03070803,62,7.224516129032258,1898.739032258064,475.0,289.0,186.0
BU03070902,64,6.908906249999999,1994.4984375,490.0,305.0,185.0
BU0363TD03,42,6.581190476190477,1849.4914285714283,372.0,233.0,139.0
BU0363TD04,42,6.404761904761903,1761.4397619047616,372.0,233.0,139.0
BU03921105,50,5.9716,1770.3752000000002,491.0,288.0,203.0
BU03940116,9,6.444444444444445,1824.117777777778,104.0,71.0,33.0
BU03940119,4,6.1125,1745.61,27.0,11.0,16.0
BU03941294,10,6.9990000000000006,1979.77,83.0,58.0,25.0
BU03941397,12,7.453333333333334,2131.2175,99.0,62.0,37.0
BU03990503,19,5.8873684210526305,1699.0057894736842,117.0,80.0,37.0
BU03990504,21,5.623333333333333,1663.6057142857146,135.0,90.0,45.0
BU04020601,30,6.032333333333335,1749.6749999999997,334.0,206.0,128.0
BU06100305,29,6.60206896551724,1920.0579310344829,193.0,130.0,63.0
BU06100401,9,7.83111111111111,2330.5944444444444,47.0,29.0,18.0
BU06370513,64,6.283125,1626.5423437499996,78.0,55.0,23.0
BU06770902,2,2.22,286.06,11.0,7.0,4.0
BU07772100,19,7.1342105263157904,2058.0752631578953,118.0,73.0,45.0
BU07772200,28,7.3928571428571415,2154.735357142857,182.0,120.0,62.0
BU07852027,20,6.9334999999999996,2060.4249999999997,90.0,72.0,18.0
BU07852230,14,7.348571428571428,2074.087142857143,64.0,49.0,15.0
BU07961008,20,5.6899999999999995,1627.7514999999999,140.0,98.0,42.0
BU08091041,19,5.419473684210526,1609.3515789473684,109.0,74.0,35.0
BU08092045,24,4.65125,1257.5766666666668,162.0,102.0,60.0
BU08281500,7,6.2700000000000005,1853.4414285714286,43.0,30.0,13.0
BU18940901,5,6.066,1515.166,0.0,0.0,0.0
BU0363AK05,70,6.564000000000001,1855.8780000000002,886.0,411.0,475.0
BU0363KF03,109,6.874862385321101,1882.0717431192659,1358.0,600.0,758.0
BU03080003,17,4.62,1339.6347058823533,117.0,79.0,38.0
BU03130007,4,6.7475,1339.6025,19.0,13.0,6.0
BU03520003,13,4.686923076923076,1011.0507692307693,93.0,70.0,23.0
BU03520004,12,5.071666666666666,1233.4616666666668,90.0,67.0,23.0
BU03561301,14,5.257142857142857,1483.8171428571427,116.0,76.0,40.0
BU04500002,21,6.831904761904762,1997.9123809523812,151.0,102.0,49.0
BU04500005,6,4.33,1295.035,58.0,36.0,22.0
BU04890921,47,5.825106382978725,1697.2046808510634,246.0,194.0,52.0
BU05020114,38,6.711315789473685,1822.551315789474,214.0,158.0,56.0
BU05020116,40,5.851249999999999,1669.3112500000002,216.0,167.0,49.0
BU05032203,44,5.90977272727273,1710.8784090909094,275.0,203.0,72.0
BU08470201,8,4.44125,1310.585,0.0,0.0,0.0
BU08470203,8,4.415,1305.56875,0.0,0.0,0.0
BU08555901,9,7.008888888888889,1661.4788888888888,29.0,22.0,7.0
BU08660009,4,5.5225,1441.72,62.0,32.0,30.0
BU09940404,2,4.655,1390.645,23.0,15.0,8.0
BU09950110,43,6.294186046511627,1670.1830232558134,201.0,160.0,41.0
BU09950111,41,6.389512195121952,1773.173658536586,191.0,151.0,40.0
BU09950713,39,7.2407692307692315,2120.7610256410253,188.0,152.0,36.0
BU09951097,1,0.0,0.0,2.0,2.0,0.0
BU15980608,11,4.419090909090909,1163.2854545454545,39.0,30.0,9.0
BU16740201,24,6.742916666666669,2027.4316666666666,249.0,152.0,97.0
BU16801800,3,3.3266666666666667,910.31,12.0,9.0,3.0
BU17010609,2,3.105,548.155,5.0,5.0,0.0
BU17141400,2,2.68,804.415,7.0,5.0,2.0
BU17190104,4,4.535,1353.4524999999999,19.0,10.0,9.0
BU17210301,11,3.104545454545455,867.0054545454545,42.0,32.0,10.0
BU17240302,11,4.305454545454546,1219.2936363636363,39.0,31.0,8.0
BU17310101,1,0.0,0.0,4.0,3.0,1.0
BU17310400,2,4.75,801.97,6.0,6.0,0.0
BU17341403,13,6.431538461538461,1903.0876923076924,65.0,51.0,14.0
BU17400102,4,5.154999999999999,1543.645,16.0,13.0,3.0
BU18920308,15,5.153333333333333,1463.298,75.0,59.0,16.0
BU19040309,13,5.003846153846154,1313.793846153846,52.0,38.0,14.0
BU19110701,6,3.361666666666667,949.475,38.0,29.0,9.0
BU19260227,22,6.199090909090909,1789.2454545454545,170.0,125.0,45.0
BU19260231,14,6.406428571428571,1848.3664285714287,107.0,84.0,23.0
BU19310504,8,6.7275,1931.8487499999999,59.0,40.0,19.0
BU19402601,1,0.0,0.0,5.0,5.0,0.0
BU19520303,24,6.225833333333333,1836.1241666666667,143.0,101.0,42.0
BU19590202,4,5.6225000000000005,1430.035,37.0,23.0,14.0
BU19591901,4,5.7325,1717.7525,21.0,16.0,5.0
BU19630004,10,5.122,1516.161,97.0,67.0,30.0
BU19690501,5,6.202,1846.3760000000002,34.0,22.0,12.0
BU19780102,12,4.639166666666667,1390.2733333333333,56.0,41.0,15.0
BU19780103,12,5.273333333333333,1579.7575000000004,56.0,41.0,15.0
BU19920502,34,5.668823529411763,1566.7947058823527,204.0,141.0,63.0
BU00141201,22,6.538181818181818,1873.4168181818184,72.0,52.0,20.0
BU00344303,48,6.125833333333333,1742.8329166666663,237.0,181.0,56.0
BU00344304,47,6.050851063829788,1710.515531914894,235.0,179.0,56.0
BU00860507,9,4.822222222222222,1372.1922222222222,55.0,43.0,12.0
BU00980104,4,3.38,1007.5574999999999,16.0,11.0,5.0
BU01185008,15,5.383333333333334,1568.0966666666668,163.0,110.0,53.0
BU01411309,17,6.457058823529413,1803.014117647059,98.0,71.0,27.0
BU01530200,24,6.798333333333332,1909.28,292.0,187.0,105.0
BU01710221,3,1.1133333333333333,309.81,20.0,10.0,10.0
BU01840009,1,0.0,0.0,5.0,2.0,3.0
BU01935000,25,6.994800000000001,1743.9779999999998,249.0,148.0,101.0
BU02140503,6,5.983333333333333,1773.9116666666669,28.0,19.0,9.0
BU02220609,13,7.475384615384616,2192.3669230769233,79.0,60.0,19.0
BU02250302,4,3.5275,1063.0675,24.0,17.0,7.0
BU02283001,8,6.328749999999999,1822.5600000000002,83.0,49.0,34.0
BU02320200,12,3.9075000000000006,1168.55,83.0,47.0,36.0
BU02810001,17,4.784705882352941,1430.5664705882355,142.0,93.0,49.0
BU02890104,27,5.1618518518518535,1407.0774074074075,170.0,115.0,55.0
BU03010409,3,6.05,1116.4933333333333,16.0,11.0,5.0
BU03760105,23,7.82913043478261,2169.2608695652175,144.0,113.0,31.0
BU03940239,11,5.437272727272727,1538.0554545454545,104.0,69.0,35.0
BU03941569,11,6.867272727272726,1951.9163636363637,64.0,47.0,17.0
BU03990101,26,7.403076923076924,2105.2938461538465,220.0,140.0,80.0
BU03990202,19,6.078947368421052,1774.8557894736844,112.0,77.0,35.0
BU04060716,29,6.266206896551725,1721.1810344827586,228.0,141.0,87.0
BU04060818,22,5.1422727272727276,1490.0154545454543,192.0,114.0,78.0
BU04060919,20,5.524,1553.3804999999998,185.0,107.0,78.0
BU04390203,23,6.116086956521738,1729.2565217391304,249.0,165.0,84.0
BU04411103,5,3.778,921.156,28.0,19.0,9.0
BU04530300,27,4.63111111111111,1364.6655555555556,221.0,130.0,91.0
BU06875063,11,3.667272727272727,1017.5672727272727,51.0,37.0,14.0
BU07580100,20,6.7,1888.4879999999998,292.0,160.0,132.0
BU08280201,27,6.423333333333335,1883.6940740740743,196.0,118.0,78.0
BU08450409,4,6.155,1850.4825,24.0,17.0,7.0
BU03070100,73,5.756712328767125,1615.2115068493154,599.0,360.0,239.0
BU03072804,44,6.034772727272729,1744.638636363636,224.0,176.0,48.0
BU03211013,35,5.675428571428572,1661.1165714285714,164.0,126.0,38.0
BU03211014,42,5.940714285714286,1729.1166666666666,201.0,153.0,48.0
BU03450223,21,6.745238095238094,1744.164761904762,167.0,103.0,64.0
BU03450225,19,6.611052631578947,1956.1073684210523,166.0,101.0,65.0
BU04895083,44,6.24840909090909,1833.3622727272732,210.0,172.0,38.0
BU05130509,17,6.424117647058825,1502.501764705882,103.0,78.0,25.0
BU05182812,32,6.795937499999997,2028.0196875000001,525.0,287.0,238.0
BU05691134,6,6.926666666666667,1807.7283333333332,25.0,14.0,11.0
BU06060105,46,6.1686956521739145,1645.6250000000002,425.0,247.0,178.0
BU06220402,30,6.777333333333333,1964.4370000000001,226.0,144.0,82.0
BU08556007,32,6.9340625,2007.5059375000003,179.0,130.0,49.0
BU09350500,7,6.058571428571428,1701.1028571428574,70.0,41.0,29.0
BU09380109,4,4.4975000000000005,1337.17,42.0,25.0,17.0
BU15090105,2,1.085,330.885,7.0,5.0,2.0
BU15252201,3,5.38,839.4166666666666,17.0,12.0,5.0
BU16410509,4,5.7075,1709.99,38.0,23.0,15.0
BU17000205,1,0.0,0.0,3.0,2.0,1.0
BU17210116,23,4.738260869565218,1355.9726086956516,88.0,65.0,23.0
BU17280009,13,4.4023076923076925,1297.9838461538461,98.0,60.0,38.0
BU17340304,24,5.2316666666666665,1522.627083333333,131.0,98.0,33.0
BU17400107,4,4.140000000000001,1223.175,18.0,12.0,6.0
BU19111502,9,4.653333333333333,1263.8333333333335,47.0,34.0,13.0
BU19111504,8,4.5575,1249.24,48.0,32.0,16.0
BU19240109,7,5.651428571428572,1667.8485714285712,55.0,31.0,24.0
BU19240201,4,1.97,588.5350000000001,22.0,16.0,6.0
BU19303101,7,4.347142857142857,1143.3242857142857,49.0,29.0,20.0
BU19310810,6,3.366666666666667,876.975,33.0,23.0,10.0
BU19480226,24,4.922916666666667,1450.6066666666668,139.0,90.0,49.0
BU19480227,24,5.208333333333333,1545.6154166666668,139.0,90.0,49.0
BU19521004,9,6.338888888888889,1839.278888888889,39.0,29.0,10.0
BU19521101,5,4.886,1467.688,16.0,14.0,2.0
BU19690009,2,2.195,466.46,8.0,5.0,3.0
BU19790738,4,4.31,1292.3375,26.0,18.0,8.0
BU00140101,45,6.612666666666665,1942.7337777777775,402.0,223.0,179.0
BU00140104,36,6.550833333333332,1863.4705555555556,363.0,204.0,159.0
BU00342403,40,6.6655,1838.5967499999995,204.0,158.0,46.0
BU00370203,8,7.00125,2093.3650000000002,58.0,46.0,12.0
BU00370300,4,6.727500000000001,1850.01,26.0,18.0,8.0
BU00850301,2,0.455,136.36,12.0,8.0,4.0
BU00981302,2,0.65,194.5,9.0,8.0,1.0
BU01093037,1,0.0,0.0,4.0,3.0,1.0
BU01185301,2,2.725,594.495,16.0,12.0,4.0
BU01185401,2,2.79,834.725,8.0,8.0,0.0
BU01500801,21,5.96857142857143,1545.9695238095242,167.0,116.0,51.0
BU01500802,21,6.364285714285715,1699.121904761905,167.0,116.0,51.0
BU01580090,20,5.204,1541.8279999999997,120.0,89.0,31.0
BU01580300,2,0.63,185.66,15.0,9.0,6.0
BU01630303,18,5.900555555555556,1762.81,105.0,77.0,28.0
BU01800305,2,4.225,1272.32,8.0,7.0,1.0
BU02021155,13,6.8746153846153835,1740.8369230769229,110.0,73.0,37.0
BU02130101,3,5.026666666666667,1507.006666666667,11.0,10.0,1.0
BU02284051,1,0.0,0.0,7.0,2.0,5.0
BU02330002,7,6.2700000000000005,1583.7957142857142,68.0,47.0,21.0
BU02670116,7,6.015714285714286,1734.5942857142857,38.0,35.0,3.0
BU02960129,38,5.395526315789474,1555.6673684210523,173.0,136.0,37.0
BU03440621,55,6.172727272727272,1828.774727272727,736.0,382.0,354.0
BU03450116,22,6.911818181818182,2059.723181818182,157.0,97.0,60.0
BU03520010,12,6.87,1950.3733333333337,80.0,60.0,20.0
BU03610101,26,5.877692307692308,1555.8111538461537,236.0,140.0,96.0
BU03611100,25,7.4719999999999995,2084.188,199.0,146.0,53.0
BU04053401,29,6.736206896551726,1958.7148275862064,180.0,133.0,47.0
BU04170329,16,6.794375,1907.371875,96.0,70.0,26.0
BU04200102,9,5.554444444444444,1294.2266666666667,62.0,45.0,17.0
BU04410390,4,4.2475000000000005,1191.6425,15.0,13.0,2.0
BU06371411,52,7.342307692307691,2143.4078846153843,70.0,46.0,24.0
BU06541401,5,7.4879999999999995,2234.302,29.0,21.0,8.0
BU06872935,16,6.63,1923.1606250000002,95.0,56.0,39.0
BU06873247,12,6.821666666666666,1987.8066666666666,87.0,54.0,33.0
BU07180505,25,5.954,1730.6928,112.0,86.0,26.0
BU07370101,9,5.723333333333334,1658.6866666666667,48.0,34.0,14.0
BU07580601,10,6.6899999999999995,1804.0769999999998,104.0,59.0,45.0
BU00900401,23,6.331304347826088,1857.954782608696,0.0,0.0,0.0
BU0363EK01,89,6.598988764044942,1919.687415730337,1099.0,522.0,577.0
BU0363FE02,65,6.79446153846154,1916.2686153846157,739.0,386.0,353.0
BU03850601,1,0.0,0.0,8.0,7.0,1.0
BU03921003,55,6.374545454545455,1770.2276363636365,530.0,314.0,216.0
BU05051004,27,5.588518518518518,1635.6303703703704,145.0,109.0,36.0
BU05051005,35,5.965999999999999,1735.332571428571,205.0,149.0,56.0
BU05122100,14,6.079285714285713,1577.8250000000003,110.0,82.0,28.0
BU05370106,26,6.1753846153846155,1772.208076923077,212.0,127.0,85.0
BU05460703,34,6.813823529411767,1864.8585294117643,369.0,222.0,147.0
BU05560601,14,7.408571428571428,2009.8328571428574,113.0,74.0,39.0
BU05990327,47,6.480212765957447,1888.3663829787233,468.0,272.0,196.0
BU06370502,74,6.03472972972973,1638.5922972972971,90.0,65.0,25.0
BU06370503,79,5.880379746835444,1670.5384810126584,90.0,65.0,25.0
BU07772005,28,5.643571428571429,1531.0239285714285,162.0,109.0,53.0
BU08553503,22,7.411363636363635,2020.676818181818,139.0,98.0,41.0
BU08556605,21,6.284761904761904,1865.1919047619047,128.0,78.0,50.0
BU08800100,7,6.974285714285713,2067.9328571428573,71.0,44.0,27.0
BU09350002,26,5.806538461538462,1715.7311538461536,298.0,172.0,126.0
BU09831606,5,6.6819999999999995,1918.4560000000001,42.0,24.0,18.0
BU09950651,1,0.0,0.0,10.0,2.0,8.0
BU15810403,2,4.635,1344.705,12.0,8.0,4.0
BU15860101,15,5.343333333333334,1533.8113333333333,93.0,62.0,31.0
BU16212851,25,6.0228,1722.5816000000004,133.0,104.0,29.0
BU16212864,1,0.0,0.0,2.0,2.0,0.0
BU16690609,5,4.590000000000001,1375.664,47.0,25.0,22.0
BU16740100,32,6.39125,1868.67875,312.0,203.0,109.0
BU16800609,6,6.2733333333333325,1878.9133333333332,18.0,16.0,2.0
BU16801209,5,4.968,1447.0359999999998,14.0,12.0,2.0
BU16950000,5,5.036,1487.0140000000001,31.0,19.0,12.0
BU16950001,3,3.146666666666667,946.0533333333333,24.0,13.0,11.0
BU17190203,10,3.8369999999999997,1106.3920000000003,70.0,46.0,24.0
