buurtcode,klasse_apotheek,klasse_basisschool,klasse_bushalte,klasse_fastfood,klasse_horeca,klasse_huisarts,klasse_kinderopvang,klasse_kledingwinkel,klasse_restaurant,klasse_sportterrein,klasse_supermarkt,klasse_treinstation,klasse_voortgezet_onderwijs,klasse_ziekenhuis,aantal_drinkwaterpunt,utilitarian_amenities,leisure_social_amenities,total_amenities
BU19311003,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19311004,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19311005,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1.0,4.0
BU19311006,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19311007,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19311008,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19311100,0.0,0.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0,5.0
BU19311101,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19311200,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1,12.0,10.0,22.0
BU19311201,0.0,0.0,2,2.0,2.0,0.0,2,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0,7.0,4.0,11.0
BU19311202,0.0,2.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,7.0,0.0,7.0
BU19311203,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19311204,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,4.0,1.0,5.0
BU19311205,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19400101,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19400201,2.0,1.0,2,0.0,0.0,2.0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,10.0,1.0,11.0
BU19400301,2.0,2.0,2,2.0,2.0,2.0,2,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0,13.0,9.0,22.0
BU19400401,0.0,1.0,1,0.0,2.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,2.0,6.0
BU19400501,0.0,0.0,2,0.0,1.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4.0,2.0,6.0
BU19400601,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1.0,4.0
BU19400701,0.0,0.0,2,1.0,2.0,0.0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,3.0,6.0,9.0
BU19400702,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU19400801,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19400901,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19401001,0.0,0.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0,5.0
BU19401101,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19401102,0.0,2.0,2,0.0,1.0,1.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,8.0,4.0,12.0
BU19401201,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19401301,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19401401,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19401501,0.0,0.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0,5.0
BU19401601,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,2.0,2.0,4.0
BU19401701,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU19401801,0.0,0.0,1,1.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2.0,3.0,5.0
BU19401901,0.0,1.0,2,2.0,2.0,0.0,2,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0,6.0,9.0,15.0
BU19401902,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19401903,2.0,2.0,2,2.0,2.0,2.0,2,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0,14.0,8.0,22.0
BU19401904,0.0,0.0,1,0.0,1.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0,5.0
BU19401905,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19401906,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU19401907,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU19401908,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,5.0,0.0,5.0
BU19401909,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19401910,0.0,2.0,2,2.0,2.0,0.0,2,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0,9.0,4.0,13.0
BU19402001,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19402101,0.0,1.0,1,1.0,2.0,0.0,2,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0,5.0,6.0,11.0
BU19402201,0.0,0.0,1,0.0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,4.0
BU19402301,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19402302,0.0,0.0,2,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0,4.0
BU19402303,2.0,0.0,1,2.0,2.0,2.0,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0,9.0,8.0,17.0
BU19402304,0.0,1.0,2,1.0,1.0,0.0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,6.0,3.0,9.0
BU19402305,0.0,2.0,2,1.0,2.0,0.0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7.0,4.0,11.0
BU19402306,2.0,0.0,2,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,0.0,7.0
BU19402307,0.0,1.0,2,1.0,1.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,5.0,3.0,8.0
BU19402308,1.0,0.0,2,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,6.0,1.0,7.0
BU19402401,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1.0,4.0
BU19402501,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19402601,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,5.0
BU19402701,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19402801,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3.0,1.0,4.0
BU19402802,0.0,1.0,2,0.0,1.0,0.0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,5.0,3.0,8.0
BU19402901,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,5.0,1.0,6.0
BU19403001,1.0,2.0,2,0.0,0.0,2.0,2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,10.0,2.0,12.0
BU19403101,0.0,1.0,2,2.0,2.0,0.0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,6.0,7.0,13.0
BU19403201,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,5.0
BU19403301,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19403401,0.0,0.0,2,1.0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.0,6.0
BU19403501,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19403601,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,1.0,3.0
BU19403701,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6.0,0.0,6.0
BU19403801,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,1.0,6.0
BU19403901,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2.0,1.0,3.0
BU19404001,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,5.0
BU19404101,2.0,2.0,2,0.0,2.0,2.0,2,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0,11.0,7.0,18.0
BU19404201,0.0,1.0,2,0.0,1.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,5.0,2.0,7.0
BU19404301,0.0,1.0,2,2.0,2.0,0.0,2,2.0,1.0,1.0,1.0,0.0,0.0,0.0,2,6.0,10.0,16.0
BU19404401,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19404501,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19404601,0.0,1.0,2,0.0,2.0,0.0,2,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2,6.0,7.0,13.0
BU19404701,0.0,0.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0,5.0
BU19404801,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19404901,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19405001,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,2.0,1.0,3.0
BU19405101,1.0,0.0,2,0.0,2.0,2.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,7.0,4.0,11.0
BU19409997,,,1,,,,1,,,,,,,,0,2.0,0.0,2.0
BU19420000,0.0,1.0,1,2.0,2.0,0.0,2,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0,6.0,8.0,14.0
BU19420001,0.0,0.0,2,2.0,2.0,2.0,1,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1,7.0,9.0,16.0
BU19420002,0.0,1.0,2,1.0,2.0,0.0,1,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0,5.0,7.0,12.0
BU19420003,0.0,0.0,1,2.0,2.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,2.0,6.0,8.0
BU19420004,0.0,0.0,1,0.0,1.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3.0,1.0,4.0
BU19420005,0.0,0.0,1,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,4.0
BU19420006,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU19420007,0.0,0.0,2,2.0,2.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,5.0,8.0
BU19420008,0.0,0.0,1,1.0,2.0,0.0,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,2.0,7.0,9.0
BU19420100,2.0,0.0,2,2.0,2.0,2.0,2,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1,9.0,7.0,16.0
BU19420101,1.0,0.0,1,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.0,5.0
BU19420102,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,3.0,0.0,3.0
BU19420103,0.0,1.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU19420104,1.0,2.0,2,0.0,1.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.0,1.0,10.0
BU19420200,0.0,0.0,2,0.0,2.0,0.0,1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0,3.0,5.0,8.0
BU19420201,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19420202,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5.0,0.0,5.0
BU19420203,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19420204,0.0,1.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU19420205,1.0,1.0,2,0.0,0.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,0.0,8.0
BU19420206,0.0,1.0,1,0.0,1.0,2.0,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,8.0,2.0,10.0
BU19420207,2.0,0.0,1,0.0,2.0,2.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,7.0,3.0,10.0
BU19420208,0.0,0.0,1,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0,4.0
BU19420209,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0,6.0,1.0,7.0
BU19420300,0.0,1.0,1,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5.0,1.0,6.0
BU19420301,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU19420302,0.0,1.0,2,0.0,0.0,0.0,1,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0,6.0,2.0,8.0
BU19420303,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19420304,0.0,0.0,1,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,4.0,0.0,4.0
BU19420305,1.0,0.0,1,0.0,1.0,2.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,6.0,3.0,9.0
BU19420306,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19420400,0.0,1.0,1,1.0,2.0,2.0,1,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2,6.0,9.0,15.0
BU19420401,0.0,1.0,2,0.0,0.0,0.0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,6.0,1.0,7.0
BU19420402,1.0,0.0,2,1.0,2.0,2.0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,8.0,5.0,13.0
BU19420403,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19420404,0.0,1.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,0.0,4.0
BU19420408,0.0,0.0,2,1.0,2.0,0.0,2,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0,6.0,6.0,12.0
BU19420409,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19420410,0.0,0.0,2,1.0,2.0,0.0,2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1,4.0,7.0,11.0
BU19420501,0.0,1.0,2,2.0,2.0,0.0,2,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2,6.0,10.0,16.0
BU19420502,2.0,1.0,2,2.0,2.0,2.0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,10.0,5.0,15.0
BU19420503,0.0,0.0,2,0.0,2.0,0.0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,3.0,4.0,7.0
BU19420504,0.0,0.0,2,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0,4.0
BU19420506,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19420507,0.0,0.0,2,0.0,1.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,6.0,2.0,8.0
BU19420508,0.0,0.0,1,1.0,1.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3.0,3.0,6.0
BU19420509,0.0,1.0,1,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,4.0,1.0,5.0
BU19420510,0.0,1.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,6.0,0.0,6.0
BU19420511,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19420512,0.0,0.0,2,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3.0,3.0,6.0
BU19420513,0.0,0.0,1,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,4.0
BU19420515,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19420555,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19420565,2.0,0.0,2,1.0,1.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,2.0,9.0
BU19420575,0.0,1.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19420585,0.0,2.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,5.0,0.0,5.0
BU19429997,,,1,,,,1,,,,,,,,0,2.0,0.0,2.0
BU19450000,2.0,1.0,2,1.0,2.0,2.0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,10.0,4.0,14.0
BU19450001,0.0,0.0,2,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3.0,6.0
BU19450002,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1.0,4.0
BU19450003,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3.0,1.0,4.0
BU19450100,0.0,0.0,2,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0,4.0
BU19450101,1.0,1.0,2,1.0,2.0,2.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,8.0,5.0,13.0
BU19450102,0.0,0.0,2,1.0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,4.0,7.0
BU19450200,2.0,1.0,1,1.0,1.0,2.0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,9.0,4.0,13.0
BU19450201,0.0,0.0,2,0.0,1.0,0.0,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,3.0,3.0,6.0
BU19450300,0.0,1.0,1,1.0,2.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,4.0,4.0,8.0
BU19450301,0.0,0.0,2,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,4.0,3.0,7.0
BU19450400,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19450500,1.0,1.0,2,2.0,2.0,2.0,1,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0,10.0,8.0,18.0
BU19450501,2.0,0.0,2,2.0,2.0,2.0,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,7.0,7.0,14.0
BU19450502,0.0,0.0,2,1.0,1.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,4.0,2.0,6.0
BU19450503,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19450504,0.0,2.0,2,0.0,2.0,0.0,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,8.0,2.0,10.0
BU19450505,0.0,2.0,2,2.0,2.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,6.0,5.0,11.0
BU19450506,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19450507,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19450508,0.0,1.0,2,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,4.0,1.0,5.0
BU19450509,0.0,0.0,2,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,3.0,43.0,46.0
BU19450510,0.0,2.0,2,1.0,2.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,6.0,4.0,10.0
BU19450511,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,2.0,4.0
BU19450600,0.0,0.0,2,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0,4.0
BU19450601,0.0,1.0,1,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3.0,3.0,6.0
BU19450700,0.0,1.0,2,0.0,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,4.0,2.0,6.0
BU19450701,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,3.0,1.0,4.0
BU19450800,0.0,1.0,2,1.0,2.0,0.0,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,6.0,4.0,10.0
BU19450801,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19450802,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19450900,0.0,0.0,2,2.0,2.0,0.0,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,5.0,7.0,12.0
BU19450901,0.0,1.0,2,0.0,2.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,2.0,7.0
BU19450902,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19450903,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19450904,0.0,0.0,1,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,4.0
BU19451000,0.0,1.0,2,0.0,2.0,1.0,2,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0,7.0,5.0,12.0
BU19451001,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19451002,0.0,0.0,1,0.0,1.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3.0,3.0,6.0
BU19451100,0.0,0.0,2,0.0,1.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0,5.0
BU19451200,2.0,1.0,2,0.0,0.0,2.0,1,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,11.0,0.0,11.0
BU19480101,0.0,1.0,1,0.0,1.0,0.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,4.0,3.0,7.0
BU19480102,1.0,1.0,1,0.0,1.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,1.0,8.0
BU19480103,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19480104,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19480105,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19480106,0.0,0.0,1,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,2.0
BU19480107,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,3.0,2.0,5.0
BU19480108,0.0,0.0,2,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,0.0,3.0
BU19480109,0.0,0.0,2,0.0,2.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,3.0,3.0,6.0
